"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Heavily indebted poor countries (HIPC)","HPC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","306793998.9","143209999.60068","259054984.03911","380329998.895316","377841909.974427","513134920.599953","541019849.465993","421326634.480851","695217442.334786","694128839.634426","789971792.476551","754371998.284071","483790872.031398","188085491.379686","203002617.815033","578010393.093587","-15811822.0471531","553089685.779257","619129808.432835","919883278.634391","362293292.128228","577279995.156933","500744083.275943","362956568.981254","707648533.757429","1256606464.69922","1441393542.98161","2893378517.09566","1723382955.71391","3777270152.2125","3944242565.19882","2785694030.29559","4150703100.53592","4385492227.01364","4473808867.86331","7150426771.86352","10042999948.4609","14591139993.3514","18282218395.8534","14914572162.0463","22894683383.9511","27463140819.9849","31772332582.2556","34360587835.5684","29777594764.6819","28929527503.8333","24033326769.5021","24613804319.0233","22381344563.2357","22486218002.0084","18465591807.9845","31568687793.5601","26954486150.5561","20738160923.2909",
"Croatia","HRV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144186480.153655","114440874.376863","108053139.664729","492528182.656309","596514805.246476","1004077219.78391","1454741833.64146","1015069996.97348","1036758145.87206","980784304.813265","1846434012.04769","1314179917.33292","1814728743.16264","3346611893.3292","4645807617.35418","5249620116.02881","3069599255.91982","1545050408.33734","1248979435.63125","1465100044.52763","953913354.19207","3187739083.0843","488655917.568245","1574455103.96608","1820430355.43778","1645992913.89195","3978656307.57573","1471750500.43121","5125181839.24963","3927390914.43453","3341914870.68901",
"Haiti","HTI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2799999.9","3400000.00068","4059985.03910975","6979999.99531595","7939993.41632895","2640000.000528","7780000.001556","8000000.0016","10000000.002","12000000.0024","13000000.0026","8340000.001668","7080000.001416","8420000.001684","4460000.00037167","4920000","4820000","4680000","10100000","9360000","-8000000","-1800000","-2200000","-2800000","","7400000","4100000","4000000","10760000","30000000","13250000","4400000","5700000","13800000","5900000","26000000","160600000","74500000","29800000","55470000","178000000","119000000","156000000","161918586.25","99000000","105680000","104900000","374860000","105000000","75000000","25000000","51299000","39413200","23647920",
"Hungary","HUN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","","1462141210.2598","1479165393.92739","2349715110.57644","1144083870.1178","4804151332.43276","3288936448.51943","4164123319.5914","3261654749.79361","3384965975.25316","2747712559.81382","4058819560.69833","3643428379.51995","4157510420.33352","4538099567.15789","27489690204.0215","18678720024.6862","70631297038.9164","74741370128.9628","-2986078748.11143","-20952692164.6004","10563869736.8555","10670096331.9646","-3730081935.94212","12880113629.556","-5469731521.61747","69453473203.2502","-12371761179.6433","-64648352413.5289","98265233190.135","167399384338.45","33487981473.6292","-1987414896.83333","-72234232901.2071",
"IBRD only","IBD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2500289259.75442","2720200628.19411","1748615738.25697","3634336188.5414","4556999344.49556","5346927975.89144","4025331674.59621","4092271769.12482","5846646740.53408","6803225508.93983","8125768964.84588","11655673791.0797","10139062141.1498","8709356809.89684","8847409140.91407","10322326247.9212","9528583084.80665","10334804752.305","17587091682.2046","18997780420.8212","19981824400.3122","28280836056.5892","40642894009.6011","57047929024.1617","79493504516.3289","92374482548.8463","119028073662.661","156010130244.24","154975490400.461","168496715124.289","155548801981.748","163272755943.172","145344818491.423","156938190466.435","221531433060.327","298907817887.803","396492439206.078","550680959507.909","626984907370.031","416793291265.101","615539696766.208","727200559857.37","674141082496.45","714978873651.908","651378320330.924","602510260413.838","543345056946.348","519329676267.884","598873615562.275","567615462922.454","533359184576.04","794763559303.873","591467633450.943","397340036705.718",
"IDA & IBRD total","IBT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3185749258.65442","3228200627.89479","2441930721.99608","4576286187.03671","5315430382.63841","6386014546.48053","5057396784.90478","5087855049.29258","6914468756.5075","8072175318.72929","8527448083.33721","13331873314.6267","11305460471.9525","9615144464.57095","9430034343.87815","11752393358.9004","10015078860.3114","11812809812.5161","19008898496.1167","22275565389.6046","21705508840.0148","30425643149.7301","43048540044.5813","59986537469.247","83535429410.9079","95866139753.8984","122917826885.403","161174967517.644","158264057556.023","174585180547.112","162010287092.381","168188693236.517","152744149095.558","165503772020.481","231877180525.567","316663083210.667","421968989284.641","586272251586.296","669634256726.737","451992990595.686","656196236812.294","776761309365.947","724360529067.165","768525123405.773","699902781055.221","651902103295.926","588636893521.799","566186783385.623","639226511822.642","610318003753.341","566887789033.475","843516961169.178","633788964557.784","435707334279.467",
"IDA total","IDA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","685459998.9","507999999.70068","693314983.73911","941949998.495316","758431038.142848","1039086570.58909","1032065110.30856","995583280.167764","1067822015.97342","1268949809.78947","401679118.49133","1676199523.54697","1166398330.80263","905787654.674103","582625202.964081","1430067110.97918","486495775.504707","1478005060.21117","1421806813.91212","3277784968.78333","1723684439.70256","2144807093.14092","2405646034.98027","2938608445.08533","4041924894.57896","3491657205.05217","3889753222.74125","5164837273.40409","3288567155.56187","6088465422.82271","6461485110.63282","4915937293.3443","7399330604.13503","8565581554.04637","10345747465.2394","17755265322.8638","25476550078.5628","35591292078.3863","42649349356.7058","35199699330.5853","40656540046.0866","49560749508.5766","50219446570.7151","53546249753.8651","48524460724.2967","49391842882.0882","45291836575.4512","46857107117.7391","40352896260.3675","42702540830.8869","33528604457.4353","48753401865.3056","42321331106.8414","38367297573.7492",
"IDA blend","IDB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","419709999.8","417170000","519449999.4","630009999.6","483442128.268421","611147831.598081","481040978.362792","566456574.034116","407570618.568555","639576448.446595","-236445794.473556","1097002434.66139","781479221.114984","946915263.41802","393474232.735532","1145137433.48612","376555408.603198","1002043371.83577","780718048.34116","2139203900.51575","1019785369.07801","1254245804.54037","1630170499.20877","2116371307.12985","2655628294.90057","1910386318.1914","1948062215.57443","1547788636.76353","1260762651.03193","2125852931.77321","2105069982.34618","1861745729.22184","3844337991.33341","3682389471.28066","4083370109.81303","9122669606.37571","12390122475.3104","15858678148.4767","17827695522.0993","15056932608.68","12789661896.9405","15591258966.3326","12082868679.1774","12730351760.327","13316973043.5215","12857768421.8786","10378562680.8563","10048253681.8592","6962183839.21746","8435949919.881","5159311709.18687","9646888605.46192","7457208341.02836","7897028144.96398",
"Indonesia","IDN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","145380000","299069999.9","253520000","581000000","182120000","1292059999.9","747590000","235000000","417709999.9","226000000","180000000","133000000","225000000","292000000","222000000","310000000","258000000","385000000","576000000","682000000","1093000000","1482000000","1777000000","2004000000","2109000000","4346000000","6194000000","4677000000","-240800000","-1865620963.49087","-4550355285.71428","-2977391857.14286","145085548.722222","-596923827.786241","1896082770","8336257207.64285","4914201435.40071","6928480000","9318453649.82664","4877369178.43651","15292009410.5099","20564938226.7185","21200778607.8727","23281742361.5305","25120732059.5134","19779127976.9576","4541713739.23769","20510310832.4469","18909826043.5105","24993551748.0098","19175077747.8077","21213080329.8583","24702029705.0926","22085914486.0992",
"IDA only","IDX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","265749999.1","90829999.70068","173864984.33911","311939998.895316","274988909.874427","427938738.991013","551024131.945772","429126706.133648","660251397.404866","629373361.342873","638124912.964886","579197088.885581","384919109.68765","-41127608.7439175","189150970.228549","284929677.49306","109940366.901508","475961688.3754","641088765.570963","1138581068.26758","703899070.624545","890561288.600549","775475535.771496","822237137.955484","1386296599.67839","1581270886.86076","1941691007.16682","3617048636.64055","2027804504.52994","3962612491.0495","4356415128.28664","3054191564.12246","3554992612.80162","4883192082.7657","6262377355.42638","8632595716.48807","13086427603.2524","19732613929.9096","24821653834.6065","20142766721.9053","27866878149.1462","33969490542.244","38136577891.5377","40815897993.538","35207487680.7752","36534074460.2096","34913273894.5949","36808853435.88","33390712421.1501","34266590911.0059","28369292748.2485","39106513259.8436","34864122765.8131","30470269428.7852",
"Isle of Man","IMN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","45460000","47659999.9","17789999.9","37909999.9","56969999.9","-10326246.7051639","-7706430.54257424","-36060000","18090000","48570000","79159999.9","91920000","72079999.9","5639999.9","19239999.9","106090000","117730000","212319999.9","91250000","252099999.9","6000000","73537638.3885329","276512438.973893","550370024.929383","973271468.722874","2143628110.28392","2426057021.91092","3577330042.34585","2634651657.77141","2168591054.37924","3584217307.18756","5128093561.62688","5208967106.27894","3681984671.43429","5429250989.85717","7269407225.61438","20029119267.1396","25227740886.6819","43406277075.8109","35581372929.6642","27396885033.7839","36498654597.8589","23995685014.2142","28153031270.3203","34576643694.1383","44009492129.5319","44458571545.798","39966091358.7384","42117450737.2644","50610647353.5912","64362364994.3754","44727277562.881","49940258404.266","28078983530.3979",
"Not classified","INX","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
